	SRR1927149	SRR1929485
PF02978 [Signal peptide binding domain]	325132.5	84104.6666666667
PF02980 [Restriction endonuclease FokI, catalytic domain]	0	4498.75
PF02981 [Restriction endonuclease FokI, recognition domain]	0	4498.75
PF02985 [HEAT repeat]	1098.83333333333	3761
PF02996 [Prefoldin subunit]	532	595
PF03006 [Haemolysin-III related]	159623	52422
PF03008 [Archaea bacterial proteins of unknown function]	298947.166666667	59449
PF03009 [Glycerophosphoryl diester phosphodiesterase family]	408300.5	160692.333333333
PF03023 [MviN-like protein]	549584.5	61564.8333333333
PF03030 [Inorganic H+ pyrophosphatase]	413079	116854
PF03033 [Glycosyltransferase family 28 N-terminal domain]	325779	65259.5
PF03050 [Transposase IS66 family ]	3484459.83333333	1108494.16666667
PF03051 [Peptidase C1-like family]	492992	131182.5
PF03054 [tRNA methyl transferase]	265546.5	63505.8333333333
PF03060 [Nitronate monooxygenase]	163000.666666667	69541.6666666667
PF03061 [Thioesterase superfamily]	430960.166666667	81578
PF03062 [MBOAT, membrane-bound O-acyltransferase family]	675941	97133
PF03063 [Prismane/CO dehydrogenase family]	538925	111379
PF03065 [Glycosyl hydrolase family 57]	384138	75019.5
PF03069 [Acetamidase/Formamidase family]	1197	100
PF03070 [TENA/THI-4/PQQC family]	9619.5	4828.5
PF03073 [TspO/MBR family]	44097	12178
PF03091 [CutA1 divalent ion tolerance protein]	5286	4039
PF03099 [Biotin/lipoate A/B protein ligase family]	496254	68034.5
PF03100 [CcmE]	393	4018
PF03102 [NeuB family]	168748.666666667	28391
PF03104 [DNA polymerase family B, exonuclease domain]	11421.5	8247.5
PF03109 [ABC1 family]	38392.3333333333	51961
PF03116 [NQR2, RnfD, RnfE family]	1243914	194023
PF03118 [Bacterial RNA polymerase, alpha chain C terminal domain]	1018959.33333333	83601
PF03119 [NAD-dependent DNA ligase C4 zinc finger domain]	763	100
PF03120 [NAD-dependent DNA ligase OB-fold domain]	369714.15	85938.55
PF03123 [CAT RNA binding domain]	12344.5	9570
PF03129 [Anticodon binding domain]	1312994.66666667	295245.25
PF03130 [PBS lyase HEAT-like repeat]	369.333333333333	0
PF03135 [CagE, TrbE, VirB family, component of type IV transporter system]	98939	16512.5
PF03137 [Organic Anion Transporter Polypeptide (OATP) family]	6886	3207.33333333333
PF03142 [Chitin synthase]	263	5013
PF03143 [Elongation factor Tu C-terminal domain]	552106.333333333	115371
PF03144 [Elongation factor Tu domain 2]	1144977.9	236558.766666667
PF03147 [Ferredoxin-fold anticodon binding domain]	307884.766666667	60188.5666666667
PF03150 [Di-haem cytochrome c peroxidase]	862	5495.33333333333
PF03160 [Calx-beta domain]	999	112
PF03161 [LAGLIDADG DNA endonuclease family]	10755	0
PF03162 [Tyrosine phosphatase family]	5600	604
PF03167 [Uracil DNA glycosylase superfamily]	391684	85155
PF03169 [OPT oligopeptide transporter protein]	367816	131751
PF03170 [Bacterial cellulose synthase subunit]	148355	25853
PF03174 [Chitobiase/beta-hexosaminidase C-terminal domain]	5422	95
PF03175 [DNA polymerase type B, organellar and viral]	51347	0
PF03176 [MMPL family]	1255102.66666667	211616
PF03180 [NLPA lipoprotein]	597616	105068
PF03186 [CobD/Cbib protein]	305894	29910
PF03190 [Protein of unknown function, DUF255]	3178.5	636
PF03193 [RsgA GTPase]	459810.2	77020.6
PF03203 [MerC mercury resistance protein]	2497	0
PF03205 [Molybdopterin guanine dinucleotide synthesis protein B]	3277	9195
PF03212 [Pertactin]	3443.16666666667	24559
PF03222 [Tryptophan/tyrosine permease family]	7078	44033
PF03230 [Antirestriction protein]	649	2620
PF03235 [Protein of unknown function DUF262]	1152061.16666667	271331
PF03237 [Terminase-like family]	92206	91743
PF03239 [Iron permease FTR1 family]	399	7027
PF03241 [4-hydroxyphenylacetate 3-hydroxylase C terminal]	2962.5	4503
PF03245 [Bacteriophage Rz lysis protein]	1359	8445
PF03255 [Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit]	161568.5	24287.5
PF03264 [NapC/NirT cytochrome c family, N-terminal region]	14249	24893
PF03266 [NTPase]	2644	246
PF03275 [UDP-galactopyranose mutase]	137713.5	40064
PF03279 [Bacterial lipid A biosynthesis acyltransferase]	613688	107195
PF03288 [Poxvirus D5 protein-like]	337	447
PF03306 [Alpha-acetolactate decarboxylase]	14049	8051
PF03308 [ArgK protein]	98983	48202
PF03309 [Type III pantothenate kinase]	242192	55100
PF03313 [Serine dehydratase alpha chain]	471675.5	165342
PF03315 [Serine dehydratase beta chain]	162264.5	62683
PF03319 [Ethanolamine utilisation protein EutN/carboxysome]	3356	2269
PF03320 [Bacterial fructose-1,6-bisphosphatase, glpX-encoded]	344476	30732
PF03321 [GH3 auxin-responsive promoter]	264288	81698
PF03323 [Bacillus/Clostridium GerA spore germination protein]	164220	40756
PF03328 [HpcH/HpaI aldolase/citrate lyase family]	71626.5	30226.5
PF03330 [Lytic transglycolase]	248943	34582
PF03331 [UDP-3-O-acyl N-acetylglycosamine deacetylase]	501359	90088
PF03334 [Na+/H+ antiporter subunit]	9775	5420
PF03349 [Outer membrane protein transport protein (OMPP1/FadL/TodX)]	87459	31308
PF03350 [Uncharacterized protein family, UPF0114]	706	7640
PF03352 [Methyladenine glycosylase]	26611.5	20102.5
PF03354 [Phage Terminase ]	175737.5	76526
PF03358 [NADPH-dependent FMN reductase]	242432.5	60104
PF03364 [Polyketide cyclase / dehydrase and lipid transport]	5303.5	5444.5
PF03372 [Endonuclease/Exonuclease/phosphatase family]	440577	158924
PF03374 [Phage antirepressor protein KilAC domain]	253504	57558.5
PF03379 [CcmB protein]	651	4281
PF03382 [Mycoplasma protein of unknown function, DUF285]	1801115.58333333	230806.833333333
PF03389 [MobA/MobL family]	218537	90395
PF03390 [2-hydroxycarboxylate transporter family]	2332	477
PF03400 [IS1 transposase]	25249	147297
PF03401 [Tripartite tricarboxylate transporter family receptor]	79022	13246
PF03403 [Platelet-activating factor acetylhydrolase, isoform II]	19556	2119
PF03406 [Phage tail fibre repeat]	443.5	5498
PF03407 [Nucleotide-diphospho-sugar transferase]	3386	0
PF03411 [Penicillin-insensitive murein endopeptidase]	174701	5456
PF03412 [Peptidase C39 family]	239563.333333333	66234.3333333333
PF03413 [Peptidase propeptide and YPEB domain]	159962	23248
PF03415 [Clostripain family]	404728	82191
PF03417 [Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase]	63642	15612
PF03418 [Germination protease]	57162	14165
PF03419 [Sporulation factor SpoIIGA ]	56981	13138
PF03420 [Prohead core protein serine protease]	0	1985
PF03422 [Carbohydrate binding module (family 6)]	94947.5	23887.5
PF03432 [Relaxase/Mobilisation nuclease domain ]	1268709	409611
PF03435 [Saccharopine dehydrogenase NADP binding domain]	140554	45636.5
PF03437 [BtpA family]	17443	3725
PF03441 [FAD binding domain of DNA photolyase]	425.5	4003
PF03442 [Carbohydrate binding domain X2]	13201	566
PF03445 [Putative nucleotidyltransferase DUF294]	22985	1148.66666666667
PF03446 [NAD binding domain of 6-phosphogluconate dehydrogenase]	51077	31207.5
PF03447 [Homoserine dehydrogenase, NAD binding domain]	245226.516666667	42856.7166666667
PF03448 [MgtE intracellular N domain]	74435	27521.1666666667
PF03449 [Transcription elongation factor, N-terminal]	373836.5	74695.5
PF03450 [CO dehydrogenase flavoprotein C-terminal domain]	12844.5	6472
PF03453 [MoeA N-terminal region (domain I and II)]	18103.1666666667	5002.08333333333
PF03454 [MoeA C-terminal region (domain IV)]	8744.66666666667	4492.08333333333
PF03457 [Helicase associated domain]	15858	7119
PF03458 [UPF0126 domain]	98942	50456
PF03459 [TOBE domain]	608.333333333333	6008
PF03460 [Nitrite/Sulfite reductase ferredoxin-like half domain]	25941	19412.6666666667
PF03461 [TRCF domain]	399535.133333333	91875.5333333333
PF03462 [PCRF domain]	750499.5	198198
PF03465 [eRF1 domain 3]	256	175
PF03466 [LysR substrate binding domain]	686941.5	338977.5
PF03471 [Transporter associated domain]	614403.833333333	112162.166666667
PF03472 [Autoinducer binding domain]	100	1952.5
PF03473 [MOSC domain]	1335	6822
PF03475 [3-alpha domain]	328	3312
PF03476 [MOSC N-terminal beta barrel domain]	195	3510
PF03477 [ATP cone domain]	813218.666666667	136922.5
PF03479 [Domain of unknown function (DUF296)]	26146	9637
PF03480 [Bacterial extracellular solute-binding protein, family 7]	136406	81750
PF03481 [Putative GTP-binding controlling metal-binding]	49726.3333333333	17677.8333333333
PF03483 [B3/4 domain]	386110.183333333	99700.15
PF03484 [tRNA synthetase B5 domain]	336672.35	57720.65
PF03485 [Arginyl tRNA synthetase N terminal domain]	236310.166666667	40822.5
PF03486 [HI0933-like protein]	417765.083333333	151725.5
PF03496 [ADP-ribosyltransferase exoenzyme]	18182	190
PF03502 [Nucleoside-specific channel-forming protein, Tsx]	2812	14476
PF03524 [Conjugal transfer protein]	72126	27237
PF03527 [RHS protein]	3460	19777
PF03534 [Salmonella virulence plasmid 65kDa B protein]	20983	58220
PF03537 [Glycoside-hydrolase family GH114]	14740	11595
PF03544 [Gram-negative bacterial TonB protein C-terminal]	489306.833333333	153206.166666667
PF03547 [Membrane transport protein]	261829.5	66798.5
PF03548 [Outer membrane lipoprotein carrier protein LolA]	203628	19259
PF03550 [Outer membrane lipoprotein LolB]	149701	5228
PF03551 [Transcriptional regulator PadR-like family]	191305	43777
PF03552 [Cellulose synthase]	41029.95	6015.65
PF03553 [Na+/H+ antiporter family]	1107722	324198
PF03559 [NDP-hexose 2,3-dehydratase]	1313	0
PF03562 [MltA specific insert domain]	1183.5	11815
PF03571 [Peptidase family M49]	301509	72314
PF03572 [Peptidase family S41]	1347417.16666667	321880.333333333
PF03573 [outer membrane porin, OprD family]	1797	13088
PF03575 [Peptidase family S51]	202973	50396
PF03576 [Peptidase family S58 ]	49323	18132
PF03577 [Peptidase family C69]	465078	92498
PF03588 [Leucyl/phenylalanyl-tRNA protein transferase]	95414	40870
PF03589 [Antitermination protein]	937	7966
PF03590 [Aspartate-ammonia ligase]	464144	91995
PF03591 [AzlC protein]	200154	69816
PF03592 [Terminase small subunit ]	23683	7959
PF03594 [Benzoate membrane transport protein]	261	5980
PF03595 [Voltage-dependent anion channel]	519	8664
PF03597 [Cytochrome oxidase maturation protein cbb3-type]	695	180
PF03599 [CO dehydrogenase/acetyl-CoA synthase delta subunit]	1071	267
PF03600 [Citrate transporter]	1153668.83333333	370757.666666667
PF03601 [Conserved hypothetical protein 698]	373461	72896
PF03602 [Conserved hypothetical protein 95]	557291.75	81565.1666666666
PF03603 [DNA polymerase III psi subunit]	445	2511
PF03605 [Anaerobic c4-dicarboxylate membrane transporter]	112600	77632
PF03606 [C4-dicarboxylate anaerobic carrier]	244903	123129
PF03608 [PTS system enzyme II sorbitol-specific factor]	4644	6350
PF03609 [PTS system sorbose-specific iic component]	53020	60783
PF03610 [PTS system fructose IIA component]	41484.25	39911.5
PF03611 [PTS system sugar-specific permease component]	208396	79290
PF03612 [Sorbitol phosphotransferase enzyme II N-terminus]	4670.5	4314.5
PF03613 [PTS system mannose/fructose/sorbose family IID component]	55169	67262
PF03616 [Sodium/glutamate symporter]	33686	29272
PF03618 [Kinase/pyrophosphorylase]	12759	15034
PF03621 [MbtH-like protein]	160	1493
PF03626 [Prokaryotic Cytochrome C oxidase subunit IV ]	421	2856
PF03629 [Carbohydrate esterase, sialic acid-specific acetylesterase]	552859	163579
PF03630 [Fumble ]	101057	18591
PF03631 [Virulence factor BrkB]	522403	90261
PF03632 [Glycosyl hydrolase family 65 central catalytic domain]	17239	10196
PF03636 [Glycosyl hydrolase family 65, N-terminal domain ]	695	3970
PF03641 [Possible lysine decarboxylase]	188041.166666667	39984.5
PF03644 [Glycosyl hydrolase family 85 ]	90687.5	2878.5
PF03646 [FlaG protein]	143090	11214
PF03649 [Uncharacterised protein family (UPF0014)]	18819	8832
PF03652 [Holliday junction resolvase]	257725	56615
PF03653 [Uncharacterised protein family (UPF0093)]	982	639
PF03658 [RnfH family Ubiquitin]	386	2314
PF03663 [Glycosyl hydrolase family 76 ]	1745	1913
PF03668 [P-loop ATPase protein family]	510947	73541.5
PF03672 [Uncharacterised protein family (UPF0154)]	1254	839
PF03682 [Uncharacterised protein family (UPF0158)]	1243	548
PF03683 [Uncharacterised protein family (UPF0175)]	128	1154
PF03687 [Uncharacterised protein family (UPF0164)]	1920	391
PF03690 [Uncharacterised protein family (UPF0160)]	204189	10590
PF03691 [Uncharacterised protein family (UPF0167)]	1208	7414
PF03693 [Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH]	4082	745
PF03695 [Uncharacterised protein family (UPF0149)]	141394	13198
PF03699 [Uncharacterised protein family (UPF0182)]	4893	18551
PF03701 [Uncharacterised protein family (UPF0181)]	195	1071
PF03702 [Anhydro-N-acetylmuramic acid kinase]	322480	20925
PF03703 [Bacterial PH domain]	39952	7574
PF03704 [Bacterial transcriptional activator domain]	14653.8991596639	62.0924369747899
PF03705 [CheR methyltransferase, all-alpha domain]	30086	5965.5
PF03706 [Lysylphosphatidylglycerol synthase TM region]	382614	137901
PF03709 [Orn/Lys/Arg decarboxylase, N-terminal domain]	4283.83333333333	29877.1666666667
PF03710 [Glutamate-ammonia ligase adenylyltransferase]	347110	12217.5
PF03711 [Orn/Lys/Arg decarboxylase, C-terminal domain]	13701.8333333333	49697.1666666667
PF03713 [Domain of unknown function (DUF305)]	4897	250
PF03714 [Bacterial pullanase-associated domain]	14146	1566
PF03717 [Penicillin-binding Protein dimerisation domain]	967326.666666667	215904.166666667
PF03719 [Ribosomal protein S5, C-terminal domain]	225983	61690
PF03720 [UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain]	73506.1666666667	22975.5
PF03721 [UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain]	518199.166666667	121269
PF03724 [META domain]	62041	23677
PF03725 [3' exoribonuclease family, domain 2]	415300.483333333	100251.666666667
PF03726 [Polyribonucleotide nucleotidyltransferase, RNA binding domain]	229996.233333333	28542
PF03727 [Hexokinase]	31174.5	13142
PF03729 [Short repeat of unknown function (DUF308)]	198842	60112
PF03733 [Inner membrane component domain]	76327	46496
PF03734 [L,D-transpeptidase catalytic domain]	718765	57128.5
PF03737 [Aldolase/RraA]	390	5065
PF03738 [Glutathionylspermidine synthase preATP-grasp]	14417.5	45347.5
PF03739 [Predicted permease YjgP/YjgQ family]	1381833.83333333	276076
PF03740 [Pyridoxal phosphate biosynthesis protein PdxJ]	253591	33926
PF03741 [Integral membrane protein TerC family]	454219.5	84344.1666666667
PF03743 [Bacterial conjugation TrbI-like protein ]	308431	29691
PF03744 [6-carboxyhexanoate--CoA ligase]	10050	14641
PF03746 [LamB/YcsF family]	39494	16680
PF03747 [ADP-ribosylglycohydrolase]	524893.5	122216.5
PF03748 [Flagellar basal body-associated protein FliL]	220224	6815
PF03749 [Sugar fermentation stimulation protein]	20288.5	12731.5
PF03750 [Csm2 Type III-A]	7349	6116
PF03755 [YicC-like family, N-terminal region ]	307785.5	67344
PF03764 [Elongation factor G, domain IV]	960240.733333333	289857.35
PF03767 [HAD superfamily, subfamily IIIB (Acid phosphatase)]	5957	6488
PF03772 [Competence protein]	469168	145485.5
PF03773 [Predicted permease]	14355.5	15618
PF03775 [Septum formation inhibitor MinC, C-terminal domain]	191389.5	26853.5
PF03776 [Septum formation topological specificity factor MinE]	61332	14474
PF03780 [Asp23 family, cell envelope-related function]	122622	39282
PF03781 [Sulfatase-modifying factor enzyme 1]	1405724.5	471683.166666667
PF03783 [Curli production assembly/transport component CsgG]	70117	38293
PF03786 [D-mannonate dehydratase (UxuA)]	310882	101622.5
PF03787 [RAMP superfamily]	61686	8010
PF03788 [LrgA family]	183077	40155
PF03793 [PASTA domain]	346768.166666667	96530.6666666667
PF03795 [YCII-related domain]	64067	3466
PF03796 [DnaB-like helicase C terminal domain]	580336.666666667	207770.666666667
PF03797 [Autotransporter beta-domain]	609657.666666667	143364.666666667
PF03799 [Cell division protein FtsQ]	233499.5	6977.5
PF03802 [Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase]	40095.5	10833
PF03806 [AbgT putative transporter family]	120903	32100
PF03807 [NADP oxidoreductase coenzyme F420-dependent]	197506.666666667	39523
PF03808 [Glycosyl transferase WecB/TagA/CpsF family]	157239	61142
PF03811 [InsA N-terminal domain]	1853.5	14997.5
PF03812 [2-keto-3-deoxygluconate permease]	1338	11392
PF03814 [Potassium-transporting ATPase A subunit]	1361	14228
PF03816 [Cell envelope-related transcriptional attenuator domain]	250780	113760
PF03817 [Malonate transporter MadL subunit]	4739	5982
PF03818 [Malonate/sodium symporter MadM subunit]	9249	7240
PF03819 [MazG nucleotide pyrophosphohydrolase domain]	321245	90311
PF03824 [High-affinity nickel-transport protein]	958	7586
PF03825 [Nucleoside H+ symporter]	135149.166666667	56035
PF03829 [PTS system glucitol/sorbitol-specific IIA component]	3137	3677
PF03830 [PTS system sorbose subfamily IIB component]	37184	41930
PF03831 [PhnA domain]	352	2049
PF03833 [DNA polymerase II large subunit DP2]	836	200
PF03837 [RecT family]	71762	52900
PF03838 [Recombination protein U]	14862	4811
PF03840 [Preprotein translocase SecG subunit]	290010	44960
PF03841 [L-seryl-tRNA selenium transferase]	4034	8951
PF03843 [Outer membrane lipoprotein Slp family]	2090	9572
PF03845 [Spore germination protein]	28754	6113
PF03846 [Cell division inhibitor SulA]	869	4941
PF03848 [Tellurite resistance protein TehB]	4200.93333333333	1562
PF03852 [DNA mismatch endonuclease Vsr]	132420	42647
PF03853 [YjeF-related protein N-terminus]	389487	65182.5
PF03861 [ANTAR domain]	66303	22743.5
PF03862 [SpoVAC/SpoVAEB sporulation membrane protein]	75639	20719
PF03864 [Phage major capsid protein E]	30835	54554
PF03865 [Haemolysin secretion/activation protein ShlB/FhaC/HecB]	50102.5	23912
PF03872 [Anti sigma-E protein RseA, N-terminal domain]	409	696
PF03873 [Anti sigma-E protein RseA, C-terminal domain]	639	3040
PF03880 [DbpA RNA binding domain   ]	317163.833333333	40469.8333333334
PF03881 [Fructosamine kinase]	2467.5	3526.5
PF03882 [MukF winged-helix domain]	256	1470.5
PF03883 [Peroxide stress protein YaaA]	83157	52758
PF03884 [DNA gyrase inhibitor YacG]	76716	3074
PF03885 [Protein of unknown function (DUF327)]	37695	11800
PF03886 [ABC-type transport auxiliary lipoprotein component]	158762	14932
PF03887 [YfbU domain]	336	3423
PF03888 [MucB/RseB N-terminal domain]	157286.5	7181.5
PF03889 [Domain of unknown function]	196	1750
PF03891 [Domain of unknown function (DUF333)]	190	2016
PF03892 [Nitrate reductase cytochrome c-type subunit (NapB)]	421	2736
PF03894 [D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase]	12655	5188
PF03895 [YadA-like membrane anchor domain]	21833	40308
PF03899 [ATP synthase I chain]	674	4739
PF03900 [Porphobilinogen deaminase, C-terminal domain]	9705	9575.5
PF03903 [Phage T4 tail fibre]	0	435
PF03911 [Sec61beta family]	604	107
PF03916 [Polysulphide reductase, NrfD]	7500	11734
PF03918 [Cytochrome C biogenesis protein]	2201	12970
PF03922 [OmpW family]	924	5590
PF03923 [Uncharacterized lipoprotein]	902	5346
PF03924 [CHASE domain]	2218	310
PF03925 [SeqA protein C-terminal domain]	659	3159
PF03928 [Haem-degrading]	2031	3299
PF03929 [PepSY-associated TM region]	154486	42675
PF03932 [CutC family]	90672	29072
PF03934 [Type II secretion system (T2SS), protein K]	257869	19004
PF03937 [Flavinator of succinate dehydrogenase]	75485	3451
PF03938 [Outer membrane protein (OmpH-like)]	634291	157210
PF03942 [DTW domain]	12238	9725
PF03946 [Ribosomal protein L11, N-terminal domain]	196921.5	41594.5
PF03947 [Ribosomal Proteins L2, C-terminal domain]	363424	96639
PF03948 [Ribosomal protein L9, C-terminal domain]	194345.5	50991.5
PF03949 [Malic enzyme, NAD binding domain]	368911.833333333	47647.3333333333
PF03950 [tRNA synthetases class I (E and Q), anti-codon binding domain]	452544.5	70234.5
PF03951 [Glutamine synthetase, beta-Grasp domain]	315511.5	43718
PF03952 [Enolase, N-terminal domain]	314768	72888
PF03956 [Lysine exporter LysO]	121232	48349
PF03958 [Bacterial type II/III secretion system short domain]	527199.5	15699
PF03960 [ArsC family]	13984	18195
PF03961 [Flagellar Assembly Protein A]	89518.8333333333	23406.8333333333
PF03963 [Flagellar hook capping protein - N-terminal region]	126255.666666667	12057.6666666667
PF03965 [Penicillinase repressor]	100724	24824
PF03968 [OstA-like protein]	527925	42432.5
PF03969 [AFG1-like ATPase]	3684	12950
PF03971 [Monomeric isocitrate dehydrogenase]	2548	1326
PF03972 [MmgE/PrpD family]	27118	6178.5
PF03974 [Ecotin]	483	2945
PF03975 [CheD chemotactic sensory transduction]	23153	4022
PF03976 [Polyphosphate kinase 2 (PPK2)]	62914	41806
PF03977 [Na+-transporting oxaloacetate decarboxylase beta subunit]	580511	233045
PF03979 [Sigma-70 factor, region 1.1]	131250.033333333	14152.6
PF03981 [Ubiquinol-cytochrome C chaperone ]	234.5	3226
PF03989 [DNA gyrase C-terminal domain, beta-propeller]	1063026.33333333	209814.833333333
PF03990 [Domain of unknown function (DUF348)     ]	32837.5	3709.5
PF03992 [Antibiotic biosynthesis monooxygenase]	3023	7526
PF03993 [Domain of Unknown Function (DUF349)]	345270	110024
PF03994 [Domain of Unknown Function (DUF350) ]	1192	4145
PF04002 [RadC-like JAB domain]	226876	83680.5
PF04011 [LemA family]	349667	73140
PF04012 [PspA/IM30 family]	31664	16402
PF04014 [Antidote-toxin recognition MazE, bacterial antitoxin]	1316	2546
PF04015 [Domain of unknown function (DUF362) ]	164537	36230
PF04017 [Domain of unknown function (DUF366)]	735	0
PF04018 [Domain of unknown function (DUF368)]	144693	25970
PF04020 [Mycobacterial 4 TMS phage holin, superfamily IV]	4165	1790
PF04023 [FeoA domain]	291618.466666667	76563.1666666667
PF04024 [PspC domain]	104954	33128
PF04025 [Domain of unknown function (DUF370)]	31014	8357
PF04026 [SpoVG]	116473.5	16991.5
PF04028 [Domain of unknown function (DUF374)]	9445	9332
PF04029 [2-phosphosulpholactate phosphatase]	13862.5	5536.5
PF04039 [Domain related to MnhB subunit of Na+/H+ antiporter]	10467	4866
PF04041 [beta-1,4-mannooligosaccharide phosphorylase]	158963	39188
PF04052 [TolB amino-terminal domain]	184715	11578
PF04055 [Radical SAM superfamily]	4243052.66666667	1027853
PF04060 [Putative Fe-S cluster]	39955.4047619048	10784.3333333333
PF04066 [Multiple resistance and pH regulation protein F (MrpF / PhaF)]	4522	2854
PF04069 [Substrate binding domain of ABC-type glycine betaine transport system]	16893.5	18417
PF04070 [Domain of unknown function (DUF378)]	23308	5683
PF04071 [Cysteine-rich small domain]	7865	2202
PF04072 [Leucine carboxyl methyltransferase]	140670	13975
PF04073 [Aminoacyl-tRNA editing domain]	572122.333333333	116239.833333333
PF04074 [Domain of unknown function (DUF386)]	362470	61548
PF04076 [Bacterial OB fold (BOF) protein]	642	9034
PF04077 [DsrH like protein]	542	2457
PF04079 [Segregation and condensation complex subunit ScpB]	115008	34503
PF04085 [rod shape-determining protein MreC]	633385	116772
PF04087 [Domain of unknown function (DUF389) ]	30228	12254
PF04093 [rod shape-determining protein MreD]	167740	16536
PF04095 [Nicotinate phosphoribosyltransferase (NAPRTase) family]	15164.1666666667	19648.8333333333
PF04098 [Rad52/22 family double-strand break repair protein]	361	4828
PF04101 [Glycosyltransferase family 28 C-terminal domain]	358770.5	74006
PF04102 [SlyX]	64035	3404
PF04104 [Eukaryotic and archaeal DNA primase, large subunit]	1413	712
PF04107 [Glutamate-cysteine ligase family 2(GCS2)]	657	10005
PF04115 [Ureidoglycolate lyase]	667	4353
PF04126 [Cyclophilin-like]	375.5	262
PF04127 [DNA / pantothenate metabolism flavoprotein]	303661.5	63043.5
PF04131 [Putative N-acetylmannosamine-6-phosphate epimerase]	9557	6238
PF04138 [GtrA-like protein]	288896	47921
PF04143 [Sulphur transport]	20910	21122
PF04165 [Protein of unknown function (DUF401) ]	22388	8458
PF04166 [Pyridoxal phosphate biosynthetic protein PdxA]	481240	62650
PF04167 [Protein of unknown function (DUF402)]	13782	1882
PF04168 [A predicted alpha-helical domain with a conserved ER motif.]	2089	1598
PF04170 [NlpE N-terminal domain]	61301	23394
PF04172 [LrgB-like family ]	269272	63489
PF04174 [A circularly permuted ATPgrasp ]	3762.5	195.5
PF04175 [Protein of unknown function (DUF406) ]	80159	8003
PF04186 [FxsA cytoplasmic membrane protein ]	141885	5180
PF04187 [Haem-binding uptake, Tiki superfamily, ChaN]	20798	17968
PF04191 [Phospholipid methyltransferase ]	28541	1930
PF04198 [Putative sugar-binding domain]	38643	25033
PF04199 [Putative cyclase]	28783	7370
PF04203 [Sortase family]	336955	82481
PF04204 [Homoserine O-succinyltransferase ]	446213	74480
PF04205 [FMN-binding domain]	576381.5	98177.25
PF04214 [Protein of unknown function, DUF]	295	311
PF04216 [Protein involved in formate dehydrogenase formation]	1240	9067
PF04217 [Protein of unknown function, DUF412]	93338	6356
PF04219 [Protein of unknown function, DUF]	62875	3494
PF04220 [Der GTPase activator (YihI)]	503	7803
PF04221 [RelB antitoxin]	104649	25667
PF04222 [Protein of unknown function (DUF416)]	151950	9671
PF04223 [Citrate lyase, alpha subunit (CitF)]	141700	46195
PF04224 [Protein of unknown function, DUF417]	941	5041
PF04225 [Opacity-associated protein A LysM-like domain]	2831.5	7101
PF04226 [Transglycosylase associated protein]	1182	4435
PF04227 [Indigoidine synthase A like protein]	34691	11881
PF04228 [Putative neutral zinc metallopeptidase]	5736	5781
PF04229 [GrpB protein]	21222	6915
PF04230 [Polysaccharide pyruvyl transferase]	316267	127529
PF04231 [Endonuclease I]	296853	12722
PF04232 [Stage V sporulation protein S (SpoVS)]	10168	1597
PF04233 [Phage Mu protein F like protein]	67493	53415
PF04234 [CopC domain]	672	3582
PF04235 [Protein of unknown function (DUF418)]	37135	21265
PF04237 [YjbR]	118073	33697.5
PF04239 [Protein of unknown function (DUF421)]	58154	23611
PF04241 [Protein of unknown function (DUF423)]	27	2859
PF04245 [37-kD nucleoid-associated bacterial protein]	15138	25628
PF04246 [Positive regulator of sigma(E), RseC/MucC]	243460.5	36263
PF04247 [Invasion gene expression up-regulator, SirB]	830	2945
PF04250 [Protein of unknown function (DUF429)]	2757	0
PF04257 [Exodeoxyribonuclease V, gamma subunit ]	793611.5	27390.5
PF04260 [Protein of unknown function (DUF436) ]	29943	13777
PF04261 [Dyp-type peroxidase family ]	5631	24359
PF04262 [Glutamate-cysteine ligase ]	2445	15896
PF04263 [Thiamin pyrophosphokinase, catalytic domain]	137996	30556
PF04264 [YceI-like domain]	277	4271
PF04265 [Thiamin pyrophosphokinase, vitamin B1 binding domain]	8813	2171
PF04266 [ASCH domain]	16637.5	4336.5
PF04269 [Protein of unknown function, DUF440]	264	1699
PF04277 [Oxaloacetate decarboxylase, gamma chain ]	72454	17018
PF04279 [Intracellular septation protein A ]	156051	6682
PF04280 [Tim44-like domain]	21709	3124
PF04282 [Family of unknown function (DUF438)]	11256	1653.83333333333
PF04284 [Protein of unknown function (DUF441)]	5566	5903
PF04285 [Protein of unknown function (DUF444)]	1357	10385
PF04286 [Protein of unknown function (DUF445)]	55431	31363
PF04287 [tRNA pseudouridine synthase C]	75698	3854
PF04288 [MukE-like family]	838	6151
PF04290 [Tripartite ATP-independent periplasmic transporters, DctQ component]	102141	47409
PF04293 [SpoVR like protein]	1418	13663
PF04294 [VanW like protein]	134982	45471.5
PF04295 [D-galactarate dehydratase / Altronate hydrolase, C terminus]	169522	74104.5
PF04296 [Protein of unknown function (DUF448)]	41821	17289
PF04297 [Putative helix-turn-helix protein, YlxM / p13 like]	52054	16821
PF04298 [Putative neutral zinc metallopeptidase]	100946	28543
